geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer
EE	0.764	0.556	0.836	0.65	0.661	0.466	0.925	0.679	0.916672810714436	0.365120002391057	0.683566288095062
meanDE	0.883	0.747	0.772	0.952	0.71	0.641	0.548	0.899	0.395143190966657	0.0175491440863789	0.753329332800175
varDE	0.003	0.001	0.022	0.04	0.037	0.008	0.053	0.057	0.883912159646186	1.71264151675555e-05	0.00849039869732231
EE	0.167	0.142	0.245	0.284	0.194	0.182	0.208	0.296	0.0671172804953219	1.24676342011764e-14	0.0676612310561454
EE	0.2	0.169	0.296	0.526	0.329	0.311	0.488	0.654	0.497737772021437	5.14517760969967e-05	0.15665593328759
meanDE	0.354	0.376	0.393	0.774	0.449	0.507	0.392	0.986	0.419290141958837	0.0636896196012316	0.603745964856742
EE	0.774	0.72	0.971	0.986	0.823	0.775	0.872	0.554	0.913574247982161	0.133343017787637	0.367269103442629
EE	0.868	0.955	0.899	0.849	0.399	0.544	0.356	0.407	0.545310905331923	3.33384355915026e-05	0.152408629056508
EE	0.49	0.472	0.398	0.353	0.567	0.58	0.426	0.221	0.290984575826269	3.35692659557771e-07	0.0597270523649041
EE	0.506	0.419	0.462	0.393	0.242	0.25	0.22	0.276	0.278058680518231	3.71781762941316e-05	0.0248792866549183
varDE	0.364	0.326	0.455	0.539	0.355	0.531	0.594	0.268	0.353690459322122	0.187201908942259	0.0660969314967145
EE	0.059	0.076	0.073	0.578	0.235	0.224	0.285	0.903	0.255808887816787	8.14085027432314e-13	0.0159017290761742
EE	0.194	0.142	0.144	0.196	0.319	0.271	0.142	0.145	0.214134571708319	0.000173281571781884	0.118271083350173
EE	0.695	0.505	0.628	0.578	0.577	0.527	0.537	0.505	0.867092551251281	0.0444616198457895	0.805305354130157
EE	0.65	0.633	0.853	0.248	0.634	0.792	0.852	0.241	0.451675511624013	0.00440212424011154	0.254547792467577
meanDE	0.001	0.002	0.001	0.001	0.008	0.008	0.008	0.008	0.00351434597705125	1.21460079014481e-11	0.000705000478522857
EE	0.864	0.719	0.833	0.299	0.993	0.866	0.897	0.476	0.895236154772295	0.4324378604743	0.433865964819485
EE	0.05	0.115	0.097	0.32	0.049	0.048	0.06	0.126	0.104146842281096	1.5177373589318e-39	0.00827177642868503
EE	0.982	0.989	0.93	0.987	0.63	0.589	0.631	0.993	0.209192997850516	2.80271812100126e-08	0.510227015532856
EE	0.488	0.554	0.47	0.713	0.511	0.794	0.535	1	0.365267075616462	1.19232411310572e-10	0.309863883418448
meanDE	0.072	0.092	0.06	0.209	0.125	0.156	0.086	0.382	0.00976058108882449	1.37365891935385e-09	0.241218462010303
EE	0.737	0.921	0.528	0.349	0.923	0.849	0.879	0.817	0.90488077168848	0.00134981862233853	0.289371797349826
EE	0.773	0.774	0.749	0.766	0.917	0.935	0.941	0.641	0.911274400437507	0.693557101913513	0.672722872968491
varDE	0.79	0.823	0.964	0.813	0.546	0.608	0.873	0.591	0.507822099380085	7.09086196885655e-10	0.872276497811661
EE	0.257	0.28	0.244	0.336	0.221	0.182	0.275	0.378	0.296883002353997	0.0244261273582599	0.980027345827441
EE	0.193	0.176	0.302	0.314	0.307	0.304	0.442	0.388	0.66024505125321	0.00019848719909086	0.379433281521694
varDE	0.035	0.005	0.203	0.36	0.022	0.008	0.18	0.32	0.528062303979025	1.56916091890902e-11	2.83568142134477e-05
varDE	0.634	0.571	0.842	0.942	0.708	0.634	0.853	0.981	0.510388957919089	4.93692343705842e-11	0.0130527740661766
EE	0.597	0.582	0.51	0.704	0.864	0.884	0.792	0.898	0.651050901211885	0.418112061040276	0.705375919224819
EE	0.444	0.385	0.549	0.7	0.913	0.678	0.913	0.879	0.681640086397217	0.035271187278206	0.676443681760059
meanDE	0.174	0.224	0.225	0.963	0.091	0.122	0.111	0.977	0.0397372721629549	3.89712053262317e-11	0.873996213610515
EE	0.497	0.431	0.325	0.553	0.561	0.451	0.584	0.749	0.25888141020754	0.233177536268974	0.909128382893012
EE	0.891	0.906	0.932	0.945	0.632	0.61	0.631	0.558	0.578333773420205	6.2288938444276e-05	0.17807989568038
meanDE	0.625	0.683	0.721	0.838	0.637	0.668	0.648	0.689	0.590011182305597	0.0564810728629268	0.349656449809935
EE	0.188	0.272	0.17	0.185	0.287	0.421	0.248	0.382	0.042884454199261	2.61320793893976e-35	0.231490171516048
EE	0.733	0.636	0.696	0.666	0.728	0.679	0.643	0.618	0.474389944213014	0.00155768785196562	0.755491233302248
EE	0.158	0.126	0.201	0.436	0.265	0.255	0.359	0.873	0.138587613124765	0.176583161034603	0.239797858353618
EE	0.62	0.603	0.801	0.999	0.381	0.437	0.501	0.905	0.550258302344787	0.0338307524886426	0.0589585562937079
EE	0.877	0.912	0.794	0.72	0.668	0.629	0.512	0.438	0.791167131355752	0.0819102222161167	0.781810600721695
varDE	0.662	0.502	0.498	0.343	0.473	0.265	0.344	0.352	0.988300452871294	2.99730177118321e-07	0.00446208709081855
EE	0.579	0.56	0.605	0.847	0.468	0.484	0.464	0.83	0.195957055140305	3.65539171302808e-09	0.000386071166575751
EE	0.871	0.882	0.81	0.772	0.358	0.617	0.546	0.727	0.251424871240022	0.000568091057650805	0.975522164167952
EE	0.012	0.006	0.063	0.237	0.033	0.018	0.108	0.407	0.217539173642445	0.0050018156790763	0.453492103015657
EE	0.891	0.958	0.865	0.249	0.788	0.731	0.785	0.459	0.916738963683885	0.80235266939962	0.749419317384945
EE	0.925	0.896	0.6	0.741	0.963	0.956	0.699	0.624	0.848244936245533	0.00618106416674548	0.599081003942457
EE	0.195	0.219	0.13	0.42	0.15	0.192	0.175	0.329	0.152193590119222	3.41604517054962e-06	0.00595679841675599
EE	0.71	0.909	0.491	0.713	0.949	0.829	0.701	0.934	0.992995480416259	0.0446358622176669	0.575246324475136
EE	0.41	0.296	0.652	0.823	0.351	0.289	0.53	0.671	0.764113397167125	0.0299125337090762	0.544835273480549
EE	0.63	0.763	0.489	0.621	0.627	0.818	0.637	0.939	0.894979766741378	0.165848949189007	0.789964344114779
EE	0.148	0.175	0.146	0.162	0.079	0.104	0.083	0.052	0.0560093071708595	2.19512761805702e-16	0.00190549853385896
meanDE	0.244	0.159	0.191	0.308	0.277	0.148	0.216	0.586	0.0376160119173285	2.66591670734438e-29	0.105487846842599
varDE	0.405	0.349	0.789	0.795	0.411	0.243	0.743	0.715	0.843787034129703	1.2016971000013e-14	0.00199969186476714
EE	0.349	0.448	0.371	0.505	0.567	0.63	0.59	0.669	0.409347481146566	0.0013307043329183	0.447073001224282
EE	0.743	0.78	0.888	0.839	0.978	0.96	0.98	0.898	0.851406508797405	0.144657135843811	0.846593650502878
EE	0.853	0.744	0.931	0.766	0.768	0.711	0.839	0.699	0.931022161244185	0.0212629706880602	0.721475865707491
EE	0.007	0.004	0.008	0.384	0.026	0.015	0.026	0.163	0.00434187111471184	3.81926581240593e-51	0.00441291558580689
varDE	0.723	0.386	0.636	0.564	0.426	0.131	0.426	0.43	0.26773576955996	0.00824985877412103	0.00672727510596174
EE	0.552	0.112	0.194	0.128	0.835	0.208	0.199	0.151	0.00326321660069316	1.21641913084374e-163	0.0444528683377071
EE	0.826	0.829	0.875	0.393	0.861	0.943	0.96	0.229	0.893432442834844	0.0955729649975169	0.631241075352714
meanDE	0.905	0.772	0.976	0.529	0.35	0.326	0.389	0.975	0.3502265777485	9.12232790333558e-14	0.244037153408802
EE	0.645	0.504	0.625	0.52	0.943	0.668	0.803	0.692	0.454929268977048	9.00720479042027e-06	0.647542304958854
EE	0.692	0.693	0.584	0.703	0.45	0.517	0.35	0.444	0.376789562162604	3.95055545409323e-08	0.0596386265629824
EE	0.033	0.064	0.063	0.271	0.099	0.124	0.264	0.519	0.301348270087934	1.54806919651666e-17	0.0196034793259836
varDE	0.345	0.438	0.306	0.529	0.327	0.359	0.204	0.416	0.139105087977056	1.52495899497847e-18	0.154378781895093
EE	0.179	0.153	0.29	0.485	0.308	0.252	0.432	0.743	0.150768247910419	0.000772368664374401	0.226805648330455
varDE	0.56	0.393	0.746	0.237	0.595	0.376	0.689	0.301	0.42879591565337	1.33857327123949e-14	0.0126646392948662
meanDE	0.481	0.518	0.668	0.647	0.424	0.466	0.625	0.61	0.134730515099024	0.00332381070536383	0.223594115372869
EE	0.2	0.328	0.177	0.402	0.099	0.276	0.176	0.554	0.266647655623453	0.000469429938419726	0.30700446471651
EE	0.362	0.466	0.417	0.3	0.511	0.652	0.507	0.314	0.309739223444525	3.19997849858506e-05	0.416698056330312
EE	0.82	0.772	0.77	0.342	0.404	0.447	0.405	0.659	0.618434135072941	3.53697386251819e-06	0.305805405056587
EE	0.074	0.089	0.057	0.311	0.065	0.216	0.16	0.321	0.0283673187758659	3.85154968801248e-28	0.00209136235042371
EE	0.98	0.959	0.958	0.991	0.864	0.79	0.911	0.886	0.974144992414291	0.00869201748835263	0.771651394812092
EE	0.541	0.507	0.467	0.697	0.75	0.516	0.651	0.868	0.576777950066154	1.72678303603833e-05	0.456294068239372
EE	0.309	0.395	0.339	0.559	0.101	0.129	0.096	0.165	0.0706652124174611	1.84097542558815e-07	0.0715825479851149
varDE	0.437	0.407	0.592	0.72	0.38	0.32	0.648	0.9	0.730478438486323	1.01777296923347e-10	0.00148130220903841
EE	0.793	0.787	0.88	0.786	0.834	0.89	0.813	0.805	0.94131974717317	0.718315376328288	0.952017271778092
EE	0.826	0.754	0.788	0.794	0.323	0.287	0.318	0.489	0.43277656382658	0.000111150200950604	0.254938951749638
EE	0.393	0.362	0.416	0.646	0.248	0.276	0.24	0.778	0.127603043635855	2.31012474983033e-12	0.199262517439032
EE	0.358	0.374	0.276	0.526	0.124	0.162	0.109	0.158	0.150331245216852	1.34851307475564e-18	0.00415810829470526
EE	0.176	0.25	0.058	0.216	0.07	0.09	0.038	0.083	0.0264399892098541	1.19062683379304e-06	0.0018572800917451
EE	0.681	0.804	0.61	0.454	0.806	0.897	0.861	0.96	0.699959477431619	0.00371632781286713	0.322263417188215
varDE	0.813	0.82	0.68	0.796	0.807	0.651	0.548	0.827	0.667268971151171	0.00162490257080611	0.310330440798675
varDE	0.356	0.431	0.623	0.768	0.329	0.393	0.602	0.896	0.999805035658698	0.20329416373443	0.922464399529949
varDE	0.081	0.018	0.051	0.015	0.209	0.008	0.099	0.008	0.228311143984935	5.9783688425464e-13	0.00295392691417408
EE	0.036	0.009	0.164	0.179	0.072	0.016	0.31	0.522	0.0343922533814483	0.000574413348454022	0.0750242396826019
EE	0.844	0.945	0.872	0.954	0.893	0.891	0.78	0.771	0.652711284630684	0.814858644250996	0.906637397364487
EE	0.837	0.736	0.829	0.91	0.392	0.361	0.492	0.905	0.560481522392466	0.0121141460205132	0.264501242123644
varDE	0.843	0.816	0.951	0.283	0.746	0.868	0.675	0.828	0.862330426304286	3.74925661716438e-06	0.15087083438157
EE	0.931	0.717	0.841	0.252	0.775	0.671	0.607	0.25	0.815003458677385	0.0189298172014581	0.705993077342737
EE	0.685	0.568	0.529	0.535	0.823	0.664	0.676	0.657	0.663753080823556	4.74180057732392e-13	0.546747248726093
EE	0.5	0.507	0.53	0.911	0.574	0.411	0.423	1	0.254398939193358	0.000918669354733679	0.0622435363676844
EE	0.77	0.672	0.731	0.818	0.825	0.91	0.869	0.91	0.904211554646767	0.00059119524275192	0.00176346044297203
EE	0.205	0.24	0.187	0.185	0.121	0.141	0.133	0.243	0.148324495531869	8.49295451203803e-11	0.0175571398045574
EE	0.222	0.28	0.233	0.008	0.611	0.769	0.651	0.016	0.510689944352702	7.306429217484e-05	0.212828789978371
EE	0.847	0.797	0.808	0.857	0.727	0.722	0.494	0.758	0.79499202742886	0.220950199356642	0.766462998630717
EE	0.634	0.861	0.851	0.89	0.88	0.955	0.906	0.787	0.667143064257663	0.921701332965141	0.870375085615575
EE	0.959	0.727	0.999	0.905	0.675	0.47	0.962	0.95	0.790878327159961	0.390572735730567	0.521710177543321
varDE	0.206	0.033	0.082	0.029	0.282	0.1	0.157	0.093	0.545101482476881	1.06668416405274e-14	0.1416433089809
EE	0.974	0.932	0.998	0.81	0.595	0.671	0.772	0.645	0.329811271973612	0.0317373854438427	0.725450905042659
EE	0.239	0.383	0.722	0.534	0.636	0.92	0.897	0.601	0.891635209171796	0.0449869863921163	0.131972774667332
varDE	0.775	0.533	0.313	0.67	0.433	0.152	0.449	0.684	0.491948363636599	6.29203720044078e-09	0.000117346783918938
EE	0.793	0.886	0.73	0.917	0.84	0.971	0.955	0.958	0.744047405311293	0.0155875431442811	0.0886966453759784
EE	0.014	0.04	0.072	0.033	0.015	0.028	0.032	0.021	0.0413954242941657	1.22704603896579e-05	0.535068337584478
EE	0.897	0.83	0.89	0.416	0.748	0.546	0.945	0.618	0.645562193592234	0.34251630236606	0.915595758634342
EE	0.189	0.159	0.2	0.512	0.37	0.441	0.413	0.58	0.0926050832511524	7.57891277322981e-14	0.000710109599421142
EE	0.861	0.768	0.813	0.404	0.895	0.949	0.826	0.395	0.855129726043135	0.195234719516563	0.315209996586862
EE	0.255	0.334	0.35	0.17	0.29	0.376	0.562	0.501	0.405032978859309	9.92596078387601e-05	0.0101670334081155
EE	0.331	0.314	0.244	0.133	0.373	0.383	0.274	0.129	0.68692462141432	0.0659969530770226	0.169132408048496
EE	0.9	0.952	0.979	0.631	0.935	0.905	0.976	0.7	0.915204340502151	0.658640325672834	0.466195971509709
EE	0.662	0.468	0.884	0.847	0.813	0.728	0.993	0.63	0.935685739169386	0.307081837068488	0.314943107024845
EE	0.198	0.091	0.198	0.295	0.169	0.049	0.286	0.362	0.51360154460373	0.00364049699181503	0.0137991089285973
EE	0.5	0.442	0.462	0.598	0.83	0.906	0.864	0.561	0.665336092018963	0.33218048886316	0.577257186775165
EE	0.368	0.448	0.441	0.38	0.387	0.5	0.36	0.382	0.103323305273014	1.34693768239674e-14	0.310283363907466
varDE	0.383	0.273	0.519	0.323	0.259	0.168	0.381	0.299	0.409313882226473	1.03384388051659e-14	0.0045072498002112
varDE	0.63	0.537	0.702	0.697	0.416	0.226	0.622	0.399	0.843730693869778	1.41849095085998e-05	0.00317297218245407
EE	NA	NA	0.942	0.993	NA	NA	0.703	1	0.610602068311341	0.00876664660026332	0.76207336962512
EE	0.056	0.053	0.082	0.076	0.116	0.179	0.181	0.219	0.0997751409268436	1.56914441715623e-12	0.0119366515235745
EE	0.518	0.404	0.538	0.484	0.221	0.186	0.214	0.253	0.143894740954019	3.21253195867047e-17	0.132126217902941
EE	0.905	0.885	0.935	0.914	0.722	0.673	0.739	0.667	0.883451099452277	0.14399239980931	0.990559465810787
meanDE	0.224	0.225	0.275	0.673	0.453	0.443	0.456	0.912	0.299427289245371	8.53324745503497e-11	0.732616158414545
EE	0.234	0.339	0.255	0.344	0.204	0.332	0.211	0.944	0.236024556947103	0.0448323918099024	0.342285737472617
EE	0.874	0.859	0.918	0.489	0.944	0.925	0.977	0.366	0.803035689675688	0.950284369907811	0.971934037169753
EE	0.351	0.449	0.524	0.795	0.444	0.374	0.48	0.745	0.208304135656552	6.31769577647423e-06	0.80536821460589
EE	0.457	0.401	0.378	0.468	0.836	0.747	0.587	0.597	0.438515406731746	1.3571174798132e-06	0.166558761183721
EE	0.827	0.781	0.807	0.589	0.854	0.789	0.879	0.659	0.991495011279611	0.260705212944131	0.396478936059499
varDE	0.211	0.172	0.212	0.77	0.098	0.024	0.099	0.689	0.449994418459061	3.68075809313353e-18	2.17765250683502e-05
EE	0.933	0.993	0.961	0.703	0.709	0.575	0.642	0.228	0.5597767074684	0.000184824100899378	0.497341145800092
varDE	0.417	0.139	0.274	0.076	0.544	0.14	0.41	0.234	0.777085784095843	6.152525075339e-05	0.40819421186707
EE	0.507	0.398	0.514	0.353	0.397	0.222	0.268	0.275	0.132208720749792	5.68796689323702e-05	0.190533699795833
EE	0.808	0.689	0.956	0.401	0.81	0.832	0.919	0.434	0.728947921300755	0.59878906351541	0.964992086903227
EE	0.756	0.887	0.852	0.981	0.447	0.449	0.507	0.842	0.529837926658323	0.0533773821641938	0.388035675762639
EE	0.729	0.567	0.749	0.726	0.428	0.327	0.394	0.615	0.582226279779376	0.00864644613965928	0.0115615782688923
EE	0.072	0.116	0.045	0.108	0.04	0.027	0.032	0.019	0.0695016802942063	6.99226518192076e-16	3.7222083313787e-05
EE	0.504	0.465	0.609	0.255	0.204	0.27	0.24	0.4	0.351133177103906	0.000506483793179872	0.0387610329535739
EE	0.886	0.908	0.853	0.78	0.671	0.664	0.814	0.97	0.743569495482643	0.0388872775247968	0.3755702863585
varDE	0.762	0.633	0.961	0.367	0.763	0.74	0.923	0.888	0.937930247269126	2.81705935310322e-06	0.0105490483463358
EE	0.067	0.066	0.068	0.155	0.141	0.101	0.165	0.25	0.0596740321450499	8.01153544233025e-17	0.025268990731044
EE	0.679	0.566	0.596	0.522	0.651	0.612	0.622	0.761	0.623733330894821	2.89809271743601e-05	0.103781102568284
EE	0.913	0.988	0.949	0.809	0.997	0.883	0.993	0.822	0.744729572399061	0.176847700323964	0.771647926514444
EE	0.81	0.826	0.198	0.341	0.935	0.929	0.241	0.478	0.52452777388546	0.00986319428320644	0.301631367278691
EE	0.157	0.144	0.271	0.282	0.57	0.503	0.752	0.823	0.89186375330318	0.181081614590528	0.201259849701864
EE	0.661	0.561	0.838	0.555	0.406	0.318	0.544	0.875	0.788465410371341	0.00149723816311754	0.00216215658774666
EE	0.32	0.374	0.366	0.415	0.22	0.214	0.278	0.609	0.346873996357606	2.02930045283677e-05	0.031909876999779
EE	0.088	0.043	0.098	0.326	0.191	0.148	0.192	0.505	0.440886159283868	0.00170217026287429	0.141911866761112
EE	0.178	0.173	0.188	0.575	0.275	0.259	0.444	0.539	0.393659026587346	0.000178284395310748	0.0560870173429294
EE	0.182	0.253	0.257	0.502	0.094	0.293	0.118	0.702	0.470240101774112	0.00427729357413437	0.471739272954129
varDE	0.134	0.094	0.253	0.281	0.13	0.129	0.24	0.518	0.0439360509094474	5.66217428034348e-07	0.0505915745196415
EE	0.904	0.813	0.97	0.861	0.837	0.765	0.896	0.811	0.822338196384657	0.00205120872599471	0.812795518907507
meanDE	0.749	0.625	0.322	0.268	0.693	0.703	0.255	0.13	0.551556728534364	0.057119579309635	0.47619847202174
EE	0.885	0.91	0.83	0.88	0.66	0.642	0.839	0.743	0.720511382065547	0.370500675306415	0.929374784615829
EE	0.569	0.51	0.745	0.933	0.362	0.353	0.428	0.95	0.858766947563286	0.0558987196366994	0.352987980901243
EE	0.784	0.791	0.862	0.935	1	0.996	0.974	0.99	0.947617572659206	0.264533280066243	0.546528831403668
meanDE	0.251	0.215	0.182	0.271	0.148	0.196	0.151	0.25	0.255151795459497	1.6624814920314e-11	0.0280020070345482
varDE	0.347	0.346	0.485	0.828	0.259	0.343	0.34	0.786	0.236903539643007	1.75653254798874e-11	0.000306507200812859
EE	0.917	0.771	0.96	0.262	0.584	0.829	0.957	0.479	0.878536710776311	0.00174201530148106	0.037572366897607
EE	0.116	0.042	0.085	0.057	0.056	0.008	0.045	0.008	0.00831752821296955	3.07367828956338e-34	0.00199840687291371
EE	0.859	0.673	0.738	0.756	0.431	0.364	0.364	0.44	0.933145224917127	0.478895138350281	0.711959563636785
EE	0.329	0.392	0.288	0.684	0.163	0.261	0.175	0.956	0.105889989673707	1.24591402571397e-16	0.16379190672142
meanDE	0.561	0.605	0.386	0.454	0.371	0.449	0.245	0.338	0.216037028324702	1.42074688619181e-09	0.021061530622059
varDE	0.854	0.864	0.295	0.317	0.643	0.639	0.227	0.115	0.661994745762511	4.08581714275488e-05	0.0118318196912363
EE	0.661	0.728	0.707	0.681	0.536	0.636	0.508	0.627	0.31051831735785	1.55917426716684e-06	0.529133091930202
EE	0.274	0.331	0.27	0.38	0.367	0.448	0.321	0.518	0.434109936369666	4.93315212605443e-07	0.221626566513866
EE	0.08	0.075	0.114	0.246	0.238	0.192	0.416	0.542	0.286551288341923	9.3851536873653e-08	0.0388928729462337
meanDE	0.9	0.789	0.933	0.741	0.846	0.763	0.973	0.821	0.870402476770499	0.0255326837787015	0.458888869989939
EE	0.449	0.463	0.417	0.337	0.465	0.64	0.411	0.547	0.563635569455786	0.000631803580747563	0.054150969919508
EE	0.111	0.106	0.192	0.209	0.22	0.21	0.363	0.474	0.395226137956232	1.24137795181604e-08	0.0153112278486514
EE	0.008	0.007	0.002	0.001	0.017	0.008	0.008	0.008	0.00151013706201727	1.61725062308215e-06	0.445277357108547
EE	0.308	0.421	0.477	0.681	0.542	0.746	0.684	0.708	0.553002837260758	0.000631287840159529	0.137961994533543
EE	0.693	0.635	0.547	0.57	0.925	0.898	0.793	0.881	0.875566255563307	0.0677830625598371	0.657059012918407
EE	0.151	0.339	0.275	0.666	0.124	0.27	0.124	0.406	0.0887324969193653	0.000445221616856576	0.419664102965554
EE	0.156	0.196	0.199	0.206	0.211	0.281	0.236	0.245	0.161510990360274	9.29030376429559e-32	0.0476736632191381
EE	0.196	0.112	0.142	0.08	0.243	0.129	0.165	0.008	0.0475732360690914	5.80186769499514e-08	0.458558998696211
EE	0.2	0.175	0.208	0.161	0.108	0.117	0.128	0.23	0.0948072922731333	0.00119431661695725	0.200738947592331
EE	0.484	0.401	0.438	0.476	0.622	0.604	0.473	0.523	0.552673285535007	0.00545114898025503	0.524800058522949
EE	0.101	0.152	0.067	0.149	0.1	0.126	0.099	0.102	0.0704661949815764	7.63899318977168e-11	0.363441235953223
varDE	0.157	0.308	0.498	0.477	0.155	0.359	0.573	0.151	0.389350193072451	4.02187568925681e-11	0.00134296070216924
varDE	0.323	0.267	0.167	0.195	0.576	0.452	0.285	0.201	0.385305412432987	1.12707464501474e-08	0.297094574311321
meanDE	0.099	0.184	0.054	0.784	0.129	0.349	0.048	0.896	0.167010025036986	0.0223325580782711	1
EE	0.39	0.463	0.385	0.474	0.453	0.616	0.587	0.577	0.265565340994306	3.68453455048054e-05	0.114592848722538
EE	0.268	0.392	0.309	0.909	0.645	0.691	0.648	0.954	0.108803945326504	4.1427498024026e-39	0.545942626052451
EE	0.998	0.952	0.968	0.9	0.969	0.913	0.871	0.909	0.742165238078332	0.344839910481418	0.917125343842486
EE	0.379	0.605	0.509	0.206	0.585	0.73	0.589	0.364	0.856933976732276	2.26177787952114e-08	0.908053449442011
EE	0.214	0.211	0.68	0.118	0.662	0.513	0.775	0.308	0.614860933532912	0.0212837911683542	0.0223038954498485
meanDE	0.339	0.417	0.367	0.626	0.294	0.422	0.147	0.73	0.074308073970349	8.16217977862174e-06	0.946787979688779
EE	0.928	0.921	0.639	0.424	0.981	0.885	0.535	0.466	0.480102916977909	0.523179907086408	0.654331393045212
meanDE	0.151	0.219	0.15	0.219	0.04	0.071	0.033	0.061	0.00214256755369272	2.24147190132239e-22	0.000227772566881458
EE	0.086	0.125	0.119	0.413	0.286	0.35	0.311	0.54	0.325983060913826	1.69857746608337e-05	0.00749474951003807
EE	0.467	0.335	0.52	0.503	0.806	0.766	0.626	0.312	0.40886022121922	7.36226084282601e-07	0.0280500321858578
EE	0.009	0.005	0.025	0.023	0.022	0.017	0.057	0.022	0.0602525408899101	4.53169064537213e-15	0.000943021983236778
EE	0.015	0.018	0.023	0.024	0.008	0.008	0.008	0.008	0.00498342365736744	2.11590018460708e-82	0.000126799747642455
varDE	0.002	0.001	0.001	0.036	0.017	0.017	0.017	0.101	0.0828465303345617	1.76182946032938e-15	0.00841385776657826
EE	0.575	0.509	0.748	0.73	0.242	0.288	0.5	0.606	0.625523702230368	0.00930195354764142	0.384461546906173
EE	0.568	0.504	0.899	0.761	0.692	0.654	0.88	0.733	0.814738872103614	0.738393224265556	0.789921789799968
EE	0.83	0.707	0.532	0.507	0.724	0.993	0.854	0.843	0.876414947650405	0.168737593280446	0.947504665567862
meanDE	0.001	0.001	0.001	0.003	0.024	0.008	0.008	0.028	0.00673022986589687	2.72211802872079e-17	0.000536139855271865
EE	0.617	0.483	0.425	0.743	0.973	0.88	0.699	0.841	0.612618280232981	0.0493983729094512	0.268505267310688
meanDE	0.749	0.752	0.877	0.949	0.935	0.941	0.934	0.919	0.74086304639588	0.000277034448042076	0.0882019298960065
EE	0.155	0.224	0.166	0.168	0.311	0.444	0.283	0.302	0.0669547497452482	2.51045137577212e-20	0.156683982910993
EE	0.435	0.415	0.432	0.426	0.309	0.294	0.252	0.484	0.0813817301422619	5.90482943192718e-12	0.192103853938789
