geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer	ranksum_pval
meanDE	0.255	0.184	0.283	0.287	0.234	0.148	0.261	0.27	0.0776273874587675	0.00131479025093617	0.0710127653545858	0.000414834240694556
EE	0.532	0.673	0.442	0.429	0.532	0.711	0.412	0.45	0.385073190234356	0.00778403522642986	0.498352102204339	0.00210904232606179
varDE	0.504	0.302	0.198	0.602	0.502	0.249	0.185	0.584	0.760322841492823	5.03164039767315e-06	0.000176125360228139	0.0204826840703341
EE	0.92	0.629	0.636	0.686	0.91	0.622	0.659	0.694	0.712329084186514	0.0217952752864099	0.68832207890986	0.0028739563462119
EE	0.746	0.599	0.765	0.913	0.756	0.591	0.773	0.908	0.420856468851588	0.118765849917849	0.40888902637534	0.0291805969878125
EE	0.985	0.997	0.765	0.714	0.977	0.996	0.786	0.744	0.824909015547491	0.804954383624728	0.807890330319423	0.506349562043816
EE	0.147	0.463	0.117	0.3	0.119	0.369	0.114	0.273	0.327523567584198	0.00809166325375228	0.301286794956674	0.00575319589884425
EE	0.313	0.508	0.427	0.62	0.308	0.471	0.404	0.617	0.161506663850377	1.63220870581287e-14	0.22312402697603	1.37026026674365e-10
EE	0.953	0.934	0.932	0.896	0.939	0.928	0.953	0.909	0.95708685825383	0.797506661134612	0.773069027652874	0.702975193729138
EE	0.174	0.189	0.365	0.767	0.181	0.173	0.4	0.731	0.104210960266939	0.0125151289352105	0.0823059392052285	0.0133411410930719
EE	0.532	0.536	0.505	0.57	0.538	0.555	0.499	0.602	0.316137855349924	0.00234104613714708	0.277996129235537	0.000997489014905785
EE	0.133	0.123	0.209	0.247	0.134	0.14	0.217	0.22	0.0338172612670598	2.30327222953078e-20	0.0584672724023046	4.31722098260516e-12
EE	0.589	0.512	0.537	0.458	0.606	0.449	0.482	0.428	0.691137407140329	0.0198943464242785	0.361842430994012	0.012878008152803
meanDE	0.003	0.003	0.001	0.001	0.008	0.007	0.009	0.003	0.00406277618846745	2.95181882689365e-07	0.194542476749552	4.39149534025039e-08
EE	0.343	0.258	0.198	0.225	0.374	0.301	0.245	0.265	0.92970185252409	0.408507748650196	0.406166829903837	0.415425858105621
varDE	0.177	0.167	0.161	0.385	0.185	0.131	0.138	0.38	0.0198344279182287	5.62545308154622e-32	0.0751371903387017	1.12227124391322e-15
EE	0.103	0.179	0.187	0.147	0.128	0.187	0.183	0.156	0.158039554326264	0.0162709686061198	0.188307470283942	0.0761054054681836
EE	0.723	0.758	0.949	0.708	0.705	0.733	0.942	0.721	0.529406701042374	0.169651712305826	1	0.584726835543457
EE	0.347	0.27	0.2	0.037	0.362	0.294	0.196	0.033	0.274154957130451	8.97375802901144e-05	0.162857183985694	8.69883682074289e-07
EE	0.881	0.644	0.724	0.539	0.865	0.652	0.74	0.51	0.683782709233965	0.0504684936955218	0.755353775357186	0.0874391297244985
EE	0.727	0.873	0.844	0.609	0.729	0.863	0.866	0.619	0.787754106780357	0.460887495914116	0.288104255750811	0.786649638082968
EE	0.517	0.541	0.379	0.24	0.529	0.535	0.397	0.229	0.657294577968757	0.831366234895015	0.983520687955767	0.796079924983003
EE	0.623	0.654	0.906	0.978	0.613	0.63	0.9	0.983	0.903867468343311	0.80583918616122	0.670221371688921	0.903842331221388
EE	0.183	0.097	0.106	0.668	0.18	0.113	0.119	0.655	0.0715316068791932	4.03237115254588e-10	0.138357364261307	7.23939508271696e-10
EE	0.223	0.209	0.292	0.345	0.23	0.211	0.278	0.332	0.102302509979751	4.89808544221816e-08	0.0534051303563153	5.34686911448462e-07
EE	0.37	0.326	0.352	0.449	0.341	0.314	0.331	0.39	0.529735720828983	0.22705837872832	0.681619822266297	0.0985766005047316
EE	0.061	0.092	0.079	0.321	0.05	0.096	0.072	0.362	0.211523713933558	0.0352191199144892	0.390676547239567	0.00234761632782557
EE	0.054	0.051	0.066	0.19	0.049	0.057	0.076	0.18	0.0847328133303946	0.000348704682862805	0.229281405340266	0.000111009935370673
meanDE	0.006	0.008	0.002	0.009	0.02	0.017	0.005	0.015	0.0164783119966519	6.6357164559671e-05	0.0158113389877849	6.83030937067297e-05
EE	0.432	0.509	0.317	0.228	0.425	0.523	0.309	0.238	0.233316784314675	0.00437138918856139	0.149899778310044	0.00491586241050308
meanDE	0.21	0.116	0.171	0.048	0.124	0.058	0.083	0.044	0.161596284850189	5.03954993541969e-09	0.14954874912217	2.37725954285978e-10
EE	0.243	0.227	0.248	0.786	0.227	0.234	0.234	0.797	0.53070756503653	0.725949422348874	0.772697538263717	0.532986525801946
EE	0.872	0.889	0.713	0.873	0.886	0.892	0.699	0.863	0.450997088062138	0.00159170031726325	0.545245478925601	0.00798114969710777
EE	0.546	0.776	0.694	0.773	0.577	0.796	0.688	0.796	0.371057869044671	1.2156972613646e-05	0.742066560606824	2.43420396118662e-07
EE	0.839	0.414	0.656	0.825	0.839	0.433	0.658	0.834	0.49332344370376	0.00810332735708433	0.554335181582951	0.000957608262979725
meanDE	0.119	0.219	0.1	0.231	0.119	0.206	0.108	0.254	0.0165084966581756	0.000326698461383678	0.137820763111237	0.000447695276622342
EE	0.323	0.354	0.409	0.879	0.322	0.38	0.41	0.875	0.315754206000172	0.0360852250611797	0.316925407657288	0.0222925777385197
EE	0.076	0.127	0.117	0.231	0.076	0.134	0.128	0.229	0.408188281967114	0.0954819135431939	0.670951046068044	0.09937790464282
EE	0.896	0.806	0.861	0.877	0.919	0.82	0.869	0.867	0.996875913798573	0.788616182802322	0.881105064769101	0.833174266749685
EE	0.248	0.186	0.148	0.168	0.205	0.159	0.107	0.085	0.044323376295386	0.00105757660872475	0.039607774148565	0.00250622458448226
EE	0.865	0.85	0.804	0.581	0.866	0.843	0.781	0.595	0.994928372366719	0.42467834206062	0.428201864356342	0.353786037733662
EE	0.46	0.438	0.568	0.249	0.48	0.448	0.572	0.288	0.90881457721694	0.984511417646407	0.991102451418832	0.797898419941298
varDE	0.481	0.311	0.428	0.21	0.437	0.236	0.392	0.207	0.697566014660181	1.47252112448313e-07	0.0388003454133613	0.0607137856164661
meanDE	0.397	0.943	0.38	0.119	0.346	0.948	0.295	0.095	0.100862463229183	0.116575508923867	0.645587840305298	0.067191777369288
meanDE	0.194	0.215	0.212	0.409	0.213	0.226	0.222	0.462	0.0850554234996456	0.000150980378801074	0.0257854349237996	0.000377398246856514
EE	0.912	0.968	0.858	0.994	0.931	0.982	0.864	0.996	0.543153239937171	0.137839482651461	0.594784387132618	0.197734371419896
EE	0.267	0.179	0.286	0.493	0.252	0.151	0.27	0.48	0.113108116137457	0.00105359495337571	0.181618956624821	0.000178178092539384
EE	0.382	0.389	0.302	0.548	0.355	0.372	0.241	0.487	0.346398354735057	0.0454190013935735	0.971712334372993	0.0779923223841711
EE	0.732	0.68	0.771	0.452	0.739	0.661	0.743	0.479	0.69785551467951	0.0741504015111573	0.8585357537656	0.23430894434007
meanDE	0.64	0.413	0.51	0.884	0.646	0.402	0.506	0.877	0.896463644407888	0.667236289821302	0.894078535844904	0.269355549039813
EE	0.832	0.7	0.835	0.616	0.829	0.642	0.827	0.559	0.610713763694869	0.0115359791335848	0.12930334672905	0.861321771173254
EE	0.899	0.922	0.933	0.938	0.883	0.92	0.926	0.928	0.957536350485284	0.6058052173945	0.898930510088572	0.932966162738171
EE	0.862	0.966	0.903	0.858	0.864	0.962	0.897	0.831	0.891994976232133	0.180964005172542	0.182851713416452	0.31711695821955
EE	0.826	0.729	0.947	0.981	0.818	0.712	0.951	0.978	0.642163024698764	0.000372763250329771	0.890051907840001	0.708293467072496
varDE	0.166	0.101	0.077	0.092	0.173	0.086	0.077	0.089	0.0791221991288151	1.13007529171858e-24	0.033996400765906	4.25719870141792e-23
varDE	0.224	0.037	0.082	0.259	0.24	0.047	0.085	0.247	0.609644108090415	2.65381716282529e-08	0.00134734524059493	1.32446994849906e-05
EE	0.098	0.313	0.146	0.958	0.11	0.319	0.161	0.973	0.131485353150364	0.00382812148149634	0.383378385370123	0.00218339302897929
EE	0.516	0.309	0.74	0.703	0.546	0.373	0.77	0.678	0.701846861371862	0.42095776782788	0.604236825982484	0.591965164510218
EE	0.032	0.026	0.05	0.024	0.042	0.032	0.049	0.025	0.0540211815325636	2.7591253959332e-09	0.177312579400662	7.94126993075153e-11
EE	0.869	0.737	0.453	0.501	0.847	0.71	0.468	0.512	0.300242462106779	0.0818791857298101	0.471703622680602	0.0255652428048459
EE	0.19	0.177	0.148	0.801	0.19	0.196	0.195	0.785	0.864247589719667	0.347342626638272	0.674041919605921	0.647265720561637
EE	0.427	0.422	0.453	0.541	0.42	0.441	0.432	0.528	0.279689511448353	0.000822346588721683	0.305511549054458	0.000542779019183864
varDE	0.308	0.267	0.35	0.153	0.284	0.222	0.324	0.107	0.146062392582381	1.34358585348666e-05	0.00595482955793837	0.718707974644625
EE	0.38	0.458	0.355	0.237	0.359	0.413	0.341	0.219	0.821512600814648	0.348958294736162	0.878907336573866	0.28853672378598
EE	0.422	0.334	0.483	0.39	0.382	0.299	0.47	0.382	0.131485704128659	0.00354385030489759	0.134207931362751	0.00568966889252899
EE	0.41	0.464	0.588	0.431	0.354	0.462	0.551	0.438	0.365250068875889	0.0646109274057462	0.797237920181335	0.0387035027415449
varDE	0.246	0.053	0.183	0.262	0.301	0.086	0.23	0.267	0.705341802305779	0.0021531458272857	0.139407738836534	0.0844228508764786
EE	0.777	0.689	0.896	0.458	0.776	0.688	0.907	0.43	0.646192935574829	0.0847164140193198	0.431565427032804	0.676325194630573
EE	0.748	0.778	0.631	0.651	0.749	0.792	0.673	0.682	0.386216970486265	0.00140640781399398	0.587778164244979	0.00104606282265543
EE	0.173	0.214	0.245	0.322	0.204	0.249	0.256	0.293	0.244298651748011	0.456187249462443	0.670334857492618	0.354939267805129
EE	0.044	0.084	0.074	0.662	0.051	0.062	0.053	0.685	0.436033238294888	0.611041716484129	0.677976164541093	0.439463517527333
EE	0.635	0.991	0.546	0.127	0.643	0.998	0.559	0.147	0.489057193177622	0.531669072319189	0.817282790703095	0.313098223761844
EE	0.372	0.348	0.511	0.255	0.362	0.365	0.488	0.277	0.489635700287428	0.302170142142014	0.660027167360283	0.265576778400001
EE	0.284	0.154	0.206	0.35	0.25	0.119	0.183	0.293	0.418839115249148	0.0647472599430961	0.677818447807611	0.0120742954126993
EE	0.727	0.946	0.831	0.887	0.713	0.945	0.819	0.887	0.986221296210781	0.895799511752167	0.988918635122827	0.997923083091787
EE	0.965	0.892	0.839	0.215	0.966	0.879	0.836	0.172	0.959458041088364	0.561016955777829	0.915269759284	0.31933613359579
EE	0.981	0.957	0.873	0.845	0.977	0.951	0.843	0.839	0.636174583358754	0.741747102941822	0.833929510195531	0.817598881092657
EE	0.935	0.774	0.212	0.312	0.917	0.724	0.217	0.322	0.467344283840666	0.288719062226236	0.548724938230964	0.286802467602381
EE	0.386	0.187	0.335	0.157	0.348	0.168	0.289	0.104	0.0621236848648185	7.56894874732116e-07	0.0598955179595399	0.000184294526966261
EE	0.406	0.452	0.658	0.312	0.444	0.468	0.643	0.274	0.893500446906663	0.920503905882823	0.729926119046782	0.638491111085394
EE	0.136	0.083	0.145	0.006	0.112	0.085	0.141	0.011	0.698767302601947	0.78481560763588	0.935087418875238	0.580161356144377
EE	0.43	0.589	0.903	0.954	0.439	0.608	0.903	0.936	0.856553730705164	0.774466362942637	0.574062899603542	0.902470813582085
EE	0.021	0.01	0.015	0.355	0.013	0.014	0.024	0.362	0.00961962187946095	2.99510516686212e-09	0.010063953445196	2.78778928525566e-08
varDE	0.832	0.605	0.635	0.524	0.808	0.6	0.691	0.561	0.893508742076376	5.26090920484057e-05	0.31700263081482	0.00989655926950409
EE	0.73	0.785	0.6	0.436	0.661	0.75	0.519	0.395	0.18693531470254	2.76418226316542e-06	0.604040228009953	8.05660569604342e-05
EE	0.234	0.526	0.185	0.769	0.257	0.535	0.196	0.778	0.106271351035706	2.84733311242489e-06	0.0553207932302494	1.77537592046404e-07
meanDE	0.746	0.649	0.828	0.647	0.732	0.679	0.827	0.63	0.97848110543175	0.544621335410535	0.557479579235457	0.89243088139657
varDE	0.4	0.287	0.305	0.765	0.429	0.368	0.362	0.76	0.938626533529703	5.07759222040356e-06	0.00649621769942127	0.00584961971068464
EE	0.756	0.667	0.776	0.915	0.77	0.696	0.766	0.906	0.858544496982637	0.303681381512139	0.687978546143759	0.895747512814991
EE	0.26	0.255	0.333	0.886	0.252	0.26	0.327	0.859	0.325847374790565	0.0222958437858036	0.516245052872903	0.0934862745950609
EE	0.311	0.513	0.39	0.891	0.342	0.54	0.426	0.854	0.366476054301221	0.00485125648069961	0.611645735022898	0.0193939774238439
varDE	0.288	0.055	0.221	0.701	0.326	0.052	0.23	0.694	0.919807347744697	4.59848295095957e-09	0.000347113075203271	0.0293238088985006
EE	0.723	0.834	0.549	0.757	0.746	0.851	0.524	0.768	0.356731478784943	0.0049770756268053	0.440003505841211	0.0180355886719196
EE	0.85	0.909	0.617	0.995	0.802	0.888	0.592	1	0.735457543022141	0.460571988531549	0.628834439350933	0.292978184601531
meanDE	0.004	0.004	0.045	0.008	0.003	0.004	0.043	0.014	0.0119552052749113	8.05604034652419e-06	0.0242147512219764	0.000160150830108802
EE	0.139	0.139	0.159	0.219	0.155	0.162	0.183	0.239	0.530916528420557	0.61444758381005	0.541088080650036	0.762246241875537
EE	0.315	0.39	0.467	0.243	0.318	0.392	0.456	0.267	0.177309098349095	0.000548806416601155	0.152640709067409	0.00472138245877718
meanDE	0.089	0.268	0.129	0.584	0.086	0.239	0.119	0.584	0.0054563024167519	5.5710096256719e-06	0.00196666109752137	3.51003328793833e-05
EE	0.349	0.368	0.409	0.351	0.365	0.357	0.345	0.33	0.415939068996795	0.192247115628223	0.548541554937958	0.0284456419909775
EE	0.568	0.771	0.631	0.391	0.603	0.759	0.582	0.351	0.478979458726305	0.0155416469757377	0.0524596365787714	0.117903310756601
EE	0.471	0.631	0.384	0.588	0.466	0.643	0.373	0.613	0.510208478704221	0.522992520764294	0.855511769657265	0.426205237806758
EE	0.789	0.942	0.544	0.687	0.779	0.924	0.526	0.668	0.469029130169815	0.16717343179909	0.591930829608882	0.075274443079202
EE	0.031	0.044	0.237	0.36	0.034	0.046	0.252	0.33	0.408250722527628	0.337045812042702	0.212502098825936	0.797378229829726
EE	0.381	0.49	0.288	0.614	0.37	0.476	0.272	0.59	0.118204658307072	5.5154240351974e-09	0.174451948264893	4.94721282374778e-07
EE	0.41	0.319	0.41	0.177	0.431	0.331	0.399	0.191	0.775268006676222	0.367806985530441	0.495521909678955	0.300043252146764
EE	0.704	0.954	0.411	0.118	0.708	0.957	0.375	0.097	0.684931240936369	0.00313249967466151	0.491526280068062	0.0648494026454092
EE	0.91	0.666	0.692	0.332	0.922	0.666	0.711	0.356	0.586589706996213	0.145211702505045	0.375000682000081	0.181943094400432
EE	0.67	0.378	0.736	0.669	0.695	0.373	0.734	0.698	0.844528507743519	0.9349984389657	0.875415126225917	0.963038461980204
EE	0.385	0.477	0.296	0.737	0.377	0.479	0.294	0.719	0.159000949839277	0.0979432181625455	0.230432563640963	0.019025031361701
EE	0.368	0.435	0.534	0.549	0.307	0.368	0.502	0.472	0.603968925015788	0.440295293629434	0.815964274641221	0.158476261250197
EE	0.067	0.074	0.133	0.102	0.058	0.069	0.114	0.089	0.0141312878054155	6.16077471172406e-15	0.101771866728963	5.06769286152173e-15
EE	0.496	0.494	0.264	0.384	0.51	0.509	0.316	0.378	0.142134110151074	0.00907537195683074	0.361541374535871	0.00679325753150534
EE	0.816	0.586	0.92	0.737	0.839	0.623	0.926	0.734	0.707924491237829	0.98146828381237	0.981466609124036	0.867065132540104
EE	0.879	0.979	0.962	0.893	0.89	0.982	0.975	0.889	0.754848625717368	0.780875638041372	0.650961100781665	0.46191332709486
EE	0.326	0.28	0.467	0.281	0.315	0.256	0.435	0.263	0.622425163791378	0.346214234264242	0.576299974753441	0.541910876349393
varDE	0.353	0.315	0.293	0.138	0.346	0.327	0.286	0.174	0.166063376610388	0.000777459969144966	0.0431525203515777	0.0721344218349272
EE	0.127	0.212	0.187	0.959	0.126	0.198	0.212	0.97	0.10619620763367	2.4104146584035e-15	0.0819090458285094	6.19962784252528e-11
EE	0.41	0.521	0.239	0.415	0.45	0.556	0.257	0.481	0.218684130609464	4.16350458765416e-05	0.236582425943526	2.23152691477049e-06
EE	0.601	0.339	0.912	0.748	0.582	0.312	0.894	0.708	0.81822934434715	0.252841682610137	0.244811117269914	0.666783878587292
EE	0.203	0.2	0.26	0.687	0.221	0.166	0.25	0.626	0.125460782527493	1.36110227137109e-05	0.0051819463286609	0.0189426975879824
EE	0.928	0.86	0.985	0.7	0.924	0.843	0.979	0.695	0.935214456950773	0.941443951729637	0.662382485648833	0.952951185233367
EE	0.914	0.987	0.977	0.688	0.933	0.98	0.973	0.653	0.972364705575749	0.089382052710815	0.899696027502851	0.977896913725037
meanDE	0.009	0.018	0.008	0.007	0.01	0.02	0.004	0.006	0.0101205956980006	5.62562414133067e-06	0.00367343134465798	1.06525500740417e-06
EE	0.295	0.365	0.48	0.577	0.332	0.391	0.513	0.594	0.232704051360681	0.015649046035881	0.225751099822063	0.0135492320102032
EE	0.573	0.581	0.829	0.847	0.603	0.609	0.845	0.845	0.686468219759423	0.671432170036586	0.931562160702687	0.753744212677876
varDE	0.007	0.001	0.001	0.024	0.005	0.001	0.003	0.028	0.131354382315369	1.45315382372593e-09	1.03122226785107e-06	2.31893108999403e-05
meanDE	0.025	0.015	0.031	0.05	0.026	0.023	0.023	0.053	0.127643176343472	0.00396409684051503	0.424901717735139	0.00240255831115134
EE	0.615	0.852	0.956	0.818	0.607	0.861	0.949	0.775	0.970970101408549	0.80619622536702	0.963526581286613	0.578208237070315
EE	0.404	0.348	0.44	0.751	0.451	0.34	0.464	0.767	0.96026044233914	0.977113817726267	0.989674308288897	0.759324873879826
EE	0.76	0.756	0.823	0.687	0.733	0.729	0.834	0.647	0.619733414229265	0.797826842097213	0.717687237265437	0.826294801489633
EE	0.736	0.482	0.846	0.862	0.749	0.48	0.841	0.856	0.918461425625971	0.857379313651836	0.86576561392546	0.917636849048722
EE	0.517	0.734	0.41	0.472	0.494	0.679	0.392	0.408	0.41416955961999	0.0666982316519269	0.114921517728814	0.156650635867054
EE	0.554	0.748	0.344	0.29	0.583	0.769	0.368	0.311	0.314343876416195	4.36667765849904e-07	0.356684940670375	2.9466096632069e-07
EE	0.161	0.367	0.103	0.301	0.182	0.405	0.111	0.289	0.161345370526913	0.00016895107028073	0.156948248882233	0.00081600302135952
meanDE	0.298	0.487	0.12	0.11	0.324	0.486	0.141	0.123	0.136562353615782	0.00622846928419261	0.151127890051359	0.00450173887320346
EE	0.19	0.162	0.09	0.045	0.199	0.141	0.08	0.042	0.0677843057708065	2.22052444953182e-07	0.0699163662722519	4.66248004725328e-08
EE	0.67	0.132	0.301	0.481	0.661	0.074	0.217	0.438	0.185204392923738	0.000223718800869786	0.2357768311772	6.43361975767135e-05
meanDE	0.245	0.285	0.086	0.002	0.263	0.259	0.093	0.004	0.0415989970804646	6.14935199353351e-06	0.0153594636858395	5.25117088994506e-05
varDE	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0612046925342845	1.23389290476206e-10	4.78046435438248e-07	2.48902061601325e-07
EE	0.531	0.582	0.888	0.53	0.555	0.619	0.88	0.553	0.982700484930775	0.552786399045337	0.340448838529072	0.961370903044984
EE	0.029	0.049	0.043	0.221	0.039	0.056	0.056	0.265	0.0575573734154936	0.00115516499566121	0.233751943380381	0.000179888082382599
EE	0.807	0.724	0.987	0.777	0.807	0.746	0.988	0.792	0.57307233217524	0.0146561110036606	0.102283124544107	0.543105973824228
EE	0.996	0.993	0.894	0.158	0.999	0.989	0.893	0.174	0.932393747686442	0.444599346322116	0.595375272766936	0.618841563286666
EE	0.112	0.156	0.112	0.747	0.104	0.167	0.107	0.742	0.155332755824966	0.00710622787083004	0.422054906965332	0.00303971993821095
varDE	0.591	0.415	0.493	0.692	0.526	0.39	0.42	0.679	0.857253088851151	1.15262436394113e-08	0.00220861497860652	0.00066486966084088
EE	0.333	0.293	0.343	0.267	0.247	0.216	0.23	0.257	0.532883924876406	0.707015738283262	0.785745120555757	0.759522525811882
EE	0.55	0.774	0.741	0.639	0.552	0.785	0.742	0.632	0.493625772688053	0.348607535338456	0.450301581221682	0.109255929708003
EE	0.238	0.378	0.06	0.079	0.263	0.402	0.097	0.092	0.0429509350487041	9.21026907744005e-10	0.0545917951676617	1.31867333970977e-10
EE	0.317	0.352	0.534	0.343	0.347	0.361	0.529	0.343	0.745387464954938	0.600193491032345	0.729723181004029	0.74637662030689
varDE	0.658	0.412	0.679	0.484	0.648	0.434	0.685	0.494	0.890676495904695	0.00112718464354123	0.239770867081133	0.0181703885117951
EE	0.599	0.763	0.03	0.31	0.622	0.758	0.036	0.323	0.0884318472748642	0.0338524999965634	0.0618556080236585	0.0483312564878206
EE	0.944	0.918	0.863	0.218	0.945	0.917	0.839	0.206	0.992502735480089	0.53767494792681	0.445573638293232	0.966910153853759
EE	0.057	0.028	0.11	0.558	0.058	0.042	0.112	0.542	0.402419621934868	0.092672490007981	0.708406241928775	0.075236781904097
EE	0.92	0.996	0.244	0.365	0.923	0.999	0.243	0.365	0.182535689310571	0.00329989743718253	0.13822707459647	0.00620452778517494
varDE	0.588	0.361	0.524	0.254	0.558	0.374	0.528	0.311	0.677111303702273	1.09927573624236e-07	0.0593936576691342	0.0453211479986395
EE	0.868	0.951	0.837	0.988	0.849	0.944	0.835	0.983	0.709734309073036	0.217122639247917	0.738040367631058	0.200068458487946
meanDE	0.019	0.023	0.024	0.229	0.021	0.027	0.028	0.273	0.0508718018056214	0.00462847207870238	0.70192671416477	0.00060863488635033
meanDE	0.009	0.014	0.003	0.028	0.01	0.013	0.003	0.028	5.38766208580719e-05	8.58035547357782e-11	4.19326535599931e-05	2.38965801680886e-11
EE	0.095	0.044	0.092	0.653	0.068	0.029	0.068	0.655	0.146065674280576	0.0270605936338175	0.984378312957089	0.00958208571890885
EE	0.394	0.328	0.562	0.486	0.375	0.315	0.582	0.503	0.39965381510166	0.368908001512518	0.494660953972029	0.45430399459041
EE	0.62	0.807	0.562	0.415	0.648	0.832	0.516	0.421	0.557134179885099	0.330254872707024	0.530275169791325	0.210598955222379
